partNumber,series,description
10493,0288,5.08 MOLEX SPOX SERIES EQUIVALENT12 PIN LKS FEMALE HOUSING  　
10466,0288,5.08 MOLEX SPOX SERIES EQUIVALENTLKS TERMINAL AWG# 18~22 REEL 5000PCS/REEL　
10467,0288,5.08 MOLEX SPOX SERIES EQUIVALENTLKS TERMINAL AWG#18 REEL 5000PCS/REEL　
10468,0288,5.08 MOLEX SPOX SERIES EQUIVALENTLKS TERMINAL AWG# 22~28 RELL 5000PCS/REEL　
11220,0289,2.5MM  XA SERIES EQUIVALENTTERMINAL TIN PLATED AWG#22~28 7K/REEL　
20879,0289,2.5MM  XA SERIES EQUIVALENTWAFER 02P DIP 90° WITH POST (HOOK)  WHITE INSULATOR　
11298,0289,2.5MM  XA SERIES EQUIVALENTWAFER 02P DIP 180° WITHOUT POST WHITE INSULATOR  　
11299,0289,2.5MM  XA SERIES EQUIVALENTWAFER 03P DIP 180° WITHOUT POST WHITE INSULATOR  　
11300,0289,2.5MM  XA SERIES EQUIVALENTWAFER 04P DIP 180° WITHOUT POST WHITE INSULATOR  　
11301,0289,2.5MM  XA SERIES EQUIVALENTWAFER 05P DIP 180° WITHOUT POST WHITE INSULATOR  　
11302,0289,2.5MM  XA SERIES EQUIVALENTWAFER 06P DIP 180° WITHOUT POST WHITE INSULATOR  　
11303,0289,2.5MM  XA SERIES EQUIVALENTWAFER 07P DIP 180° WITHOUT POST WHITE INSULATOR  　
11304,0289,2.5MM  XA SERIES EQUIVALENTWAFER 08P DIP 180° WITHOUT POST WHITE INSULATOR  　
11305,0289,2.5MM  XA SERIES EQUIVALENTWAFER 09P DIP 180° WITHOUT POST WHITE INSULATOR  　
11306,0289,2.5MM  XA SERIES EQUIVALENTWAFER 10P DIP 180° WITHOUT POST WHITE INSULATOR  　
11307,0289,2.5MM  XA SERIES EQUIVALENTWAFER 11P DIP 180° WITHOUT POST WHITE INSULATOR  　
11308,0289,2.5MM  XA SERIES EQUIVALENTWAFER 12P DIP 180° WITHOUT POST WHITE INSULATOR  　
11309,0289,2.5MM  XA SERIES EQUIVALENTWAFER 13P DIP 180° WITHOUT POST WHITE INSULATOR  　
11310,0289,2.5MM  XA SERIES EQUIVALENTWAFER 15P DIP 180° WITHOUT POST WHITE INSULATOR  　
11311,0289,2.5MM  XA SERIES EQUIVALENTWAFER 15PIN DIP STRAIGHT 　
11312,0289,2.5MM  XA SERIES EQUIVALENTWAFER 02P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11313,0289,2.5MM  XA SERIES EQUIVALENTWAFER 03P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11314,0289,2.5MM  XA SERIES EQUIVALENTWAFER 04P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11315,0289,2.5MM  XA SERIES EQUIVALENTWAFER 05P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11316,0289,2.5MM  XA SERIES EQUIVALENTWAFER 06P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11317,0289,2.5MM  XA SERIES EQUIVALENTWAFER 07P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11318,0289,2.5MM  XA SERIES EQUIVALENTWAFER 08P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11319,0289,2.5MM  XA SERIES EQUIVALENTWAFER 09P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11320,0289,2.5MM  XA SERIES EQUIVALENTWAFER 10P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11321,0289,2.5MM  XA SERIES EQUIVALENTWAFER 11P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11322,0289,2.5MM  XA SERIES EQUIVALENTWAFER 12P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11323,0289,2.5MM  XA SERIES EQUIVALENTWAFER 13P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11324,0289,2.5MM  XA SERIES EQUIVALENTWAFER 14P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11325,0289,2.5MM  XA SERIES EQUIVALENTWAFER 15P DIP 90° WITHOUT POST WHITE INSULATOR ROHS　
11326,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 02P WHITE INSULATOR 　
11327,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 03P WHITE INSULATOR 　
11328,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 04P WHITE INSULATOR 　
11329,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 05P WHITE INSULATOR  　
11330,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 06P WHITE INSULATOR 　
11331,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 07P WHITE INSULATOR 　
11332,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 08P WHITE INSULATOR 　
11333,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 09P WHITE INSULATOR 　
11334,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 10P WHITE INSULATOR 　
11335,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 11P WHITE INSULATOR 　
11336,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 12P WHITE INSULATOR 　
11337,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 13P WHITE INSULATOR 　
11338,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 14P WHITE INSULATOR 　
11339,0289,2.5MM  XA SERIES EQUIVALENTFEMALE HOUSING 15P WHITE INSULATOR 　
22358,02891,2.5MM  XAD SERIES EQUIVALENTHOUSING FEMALE 10P WHITE INSULATOR (BAG)　
22359,02891,2.5MM  XAD SERIES EQUIVALENTHOUSING FEMALE 12 WHITE INSULATOR (BAG)　
11992,0291,1.5 MZ BOARD TO WIRE EQUIVALENTHOUSING 06PIN　
11994,0291,1.5 MZ BOARD TO WIRE EQUIVALENTFEMALE HOUSING 08P WHITE INSULATOR　
12007,0291,1.5 MZ BOARD TO WIRE EQUIVALENTWAFER 07P SMT 180° NATURE COLOR  TIN PLATED WITH CAP TAPE&REEL 800PCS/REEL　
12018,0291,1.5 MZ BOARD TO WIRE EQUIVALENTHEADER 04P SMT 90° BEIGE INSULATOR TIN PLATED TAPE&REEL 800PCS/REEL　
12030,0291,1.5 MZ BOARD TO WIRE EQUIVALENTTERMINAL TIN PLATED TAPE&REEL 10000PCS/REEL　
20870,0292,2.0 MM YE SERIES  EQUIVALENTWAFER  04P  DIP 180°  WITHOUT  KINK NATURAL COLOR  (1BAG=1000PCS)　
07679,0292,2.0 MM YE SERIES  EQUIVALENTTERMINAL AWG22~28 TIN PLATED TAPE&REEL 10000PCS/REEL　
06499,0292,2.0 MM YE SERIES  EQUIVALENT04 PIN HOUSING NATURAL COLOR (BAG)　
21871,0292,2.0 MM YE SERIES  EQUIVALENTWAFER  04P  SMT 180°  NATURAL COLOR  WITH CAP TAPE&REEL 600PCS/REEL　
21511,0292,2.0 MM YE SERIES  EQUIVALENTWAFER  04P  SMT 90°  NATURAL COLOR  TAPE&REEL 800PCS/REEL　
12895,0293,1.25 FI-S SERIES EQUIVALENTHOUSING 20P BLACK　
12898,0293,1.25 FI-S SERIES EQUIVALENTTERMINAL TIN PLATED  AWG#28~32    10 000/REEL　
17575,0294,2.54 MOLEX EQUIVALENT 10PIN DIP 180° LOW PROFILE  H=8.3 BROWN　
13994,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 02PIN BLACK　
13995,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 03PIN BLACK　
13996,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 04PIN BLACK　
13997,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 05PIN BLACK　
13998,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 06PIN BLACK　
13999,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 07PIN BLACK　
14000,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 08PIN BLACK　
14001,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 09PIN BLACK　
14002,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 10PIN BLACK　
14003,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 11PIN BLACK　
14004,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)HOUSING 12PIN BLACK　
14005,0295,2.54MM MCG IDC TYPE (FOR FFC CABLE)FEMALE TERMINAL B TYPE REEL 15K/REEL　
20377,0298,QUICK-ON 187 WIRE TO WIRE EQUIVALENTFEMALE TERMINAL TIN PLATED T=0.8 INSULATOR: PVC  RED  AWG#22~16  
20349,0298,QUICK-ON 187 WIRE TO WIRE EQUIVALENTFEMALE TERMINAL TIN PLATED T=0.8 INSULATOR: PVC BLUE AWG#16~14  
20346,0298,QUICK-ON 187 WIRE TO WIRE EQUIVALENTMALE TERMINAL TIN PLATED T=0.8 INSULATOR: PVC RED AWG#22~16  
19373,0298,QUICK-ON 187 WIRE TO WIRE EQUIVALENTTERMINAL MALE FULLY INSULATED NLYON FLAG 0.5X4.75 AWG#22-18 RED　
19374,0298,QUICK-ON 187 WIRE TO WIRE EQUIVALENTTERMINAL MALE FULLY INSULATED NLYON FLAG 0.8X4.75 AWG#22-18 RED　
22397,0298,QUICK-ON 187 WIRE TO WIRE EQUIVALENTFEMLAE TERMINAL BLUE PIGGYBAK TYPE AWG#16-22 TIN PLATED REEL 5000PCS/REEL　
21812,0299,2.54 MICRO MATCH SERIES EQUIVALENT FEMALE 16P SMT 180° LOCK TYPE RED INSULATOR TIN PLATED WITH CAP TAPE&REEL 550PCS/REEL　
22170,0299,2.54 MICRO MATCH SERIES EQUIVALENT FEMALE 4P SMT 180° LOCK TYPE RED INSULATOR TIN PLATED WITH CAP TAPE&REEL 550PCS/REEL (NOT OPEN REEL TOOLING YET)　
19728,0299,2.54 MICRO MATCH SERIES EQUIVALENT 12PIN SOCKET  DIP STRAIGHT RED　
20096,0299,2.54 MICRO MATCH SERIES EQUIVALENT 04PIN SOCKET  SMT STRAIGHT RED TAPE&REEL 800PCS/REEL WITH CAP　
20097,0299,2.54 MICRO MATCH SERIES EQUIVALENT 06PIN SOCKET  SMT STRAIGHT RED TAPE&REEL 800PCS/REEL WITH CAP　
20098,0299,2.54 MICRO MATCH SERIES EQUIVALENT SOCKET 08P  SMT 180° RED INSULATOR TIN PLATED WITH CAP TAPE&REEL 800PCS/REEL ROHS(NOT OPEN REEL TOOLING YET) 　
20099,0299,2.54 MICRO MATCH SERIES EQUIVALENT 10PIN SOCKET  SMT STRAIGHT RED TAPE&REEL 800PCS/REEL WITH CAP　
20100,0299,2.54 MICRO MATCH SERIES EQUIVALENT SOCKET 12P SMT 180° RED INSULATOR TIN PLATED WITH CAP TAPE&REEL 800PCS/REEL ROHS(NOT OPEN REEL TOOLING YET)　
20102,0299,2.54 MICRO MATCH SERIES EQUIVALENT 04PIN SOCKET  DIP RIGHT ANGLE  RED TAPE&REEL 400PCS/REEL WITHSTAND HIGH TEMPERATURE　
20116,0299,2.54 MICRO MATCH SERIES EQUIVALENT 08PIN BOX IDC RED　
20117,0299,2.54 MICRO MATCH SERIES EQUIVALENT 08PIN IDC PLUG RED　
18174,0299,2.54 MICRO MATCH SERIES EQUIVALENT 04PIN HEADER MALE ON BOARD RED INSULATOR WITHSTAND HIGH TEMPERATURE　
18175,0299,2.54 MICRO MATCH SERIES EQUIVALENT 06PIN HEADER MALE ON BOARD RED INSULATOR WITHSTAND HIGH TEMPERATURE　
18176,0299,2.54 MICRO MATCH SERIES EQUIVALENT 08PIN HEADER MALE ON BOARD RED WITHSTAND HIGH TEMPERATURE　
18177,0299,2.54 MICRO MATCH SERIES EQUIVALENT 10PIN HEADER MALE ON BOARD RED WITHSTAND HIGH TEMPERATURE　
18178,0299,2.54 MICRO MATCH SERIES EQUIVALENT 12PIN HEADER MALE ON BOARD RED INSULATOR WITHSTAND HIGH TEMPERATURE　
18179,0299,2.54 MICRO MATCH SERIES EQUIVALENT 14PIN HEADER MALE ON BOARD RED WITHSTAND HIGH TEMPERATURE　
18180,0299,2.54 MICRO MATCH SERIES EQUIVALENT 16PIN HEADER MALE ON BOARD RED WITHSTAND HIGH TEMPERATURE　
18181,0299,2.54 MICRO MATCH SERIES EQUIVALENT 18PIN HEADER MALE ON BOARD RED WITHSTAND HIGH TEMPERATURE　
18182,0299,2.54 MICRO MATCH SERIES EQUIVALENT 20PIN BOX TYPE DIP 180° RED INSULATOR TIN PLATED WITHSTAND HIGH TEMPERATURE　
09225,0299,2.54 MICRO MATCH SERIES EQUIVALENT 04PIN BOX IDC RED　
09226,0299,2.54 MICRO MATCH SERIES EQUIVALENT 06PIN BOX IDC RED 　
09227,0299,2.54 MICRO MATCH SERIES EQUIVALENT 08PIN BOX IDC RED　
09228,0299,2.54 MICRO MATCH SERIES EQUIVALENT 10PIN BOX IDC RED　
09229,0299,2.54 MICRO MATCH SERIES EQUIVALENT 12PIN BOX IDC RED　
09230,0299,2.54 MICRO MATCH SERIES EQUIVALENT 14PIN BOX IDC RED　
09231,0299,2.54 MICRO MATCH SERIES EQUIVALENT 16PIN BOX IDC RED　
09232,0299,2.54 MICRO MATCH SERIES EQUIVALENT 18PIN BOX IDC RED　
09233,0299,2.54 MICRO MATCH SERIES EQUIVALENT 20PIN BOX IDC RED　
09234,0299,2.54 MICRO MATCH SERIES EQUIVALENT 04PIN IDC PLUG RED　
09235,0299,2.54 MICRO MATCH SERIES EQUIVALENT 06PIN IDC PLUG RED　
09236,0299,2.54 MICRO MATCH SERIES EQUIVALENT 08PIN IDC PLUG RED　
09237,0299,2.54 MICRO MATCH SERIES EQUIVALENT 10PIN IDC PLUG RED　
09238,0299,2.54 MICRO MATCH SERIES EQUIVALENT 12PIN IDC PLUG RED　
09239,0299,2.54 MICRO MATCH SERIES EQUIVALENT 14PIN IDC PLUG RED　
09240,0299,2.54 MICRO MATCH SERIES EQUIVALENT 16PIN IDC PLUG RED　
09241,0299,2.54 MICRO MATCH SERIES EQUIVALENT 18PIN IDC PLUG RED　
09242,0299,2.54 MICRO MATCH SERIES EQUIVALENT 20PIN IDC PLUG RED　
09243,0299,2.54 MICRO MATCH SERIES EQUIVALENT 04PIN SOCKET  DIP STRAIGHT RED  TIN PLATED WITHSTAND HIGH TEMPERATURE TUBE　
09244,0299,2.54 MICRO MATCH SERIES EQUIVALENT 06PIN SOCKET  DIP STRAIGHT RED　
09245,0299,2.54 MICRO MATCH SERIES EQUIVALENT 08PIN SOCKET  DIP STRAIGHT RED TIN PLATED WITHSTAND HIGH TEMPERATURE TUBE　
09246,0299,2.54 MICRO MATCH SERIES EQUIVALENT 10PIN SOCKET  DIP STRAIGHT RED　
09247,0299,2.54 MICRO MATCH SERIES EQUIVALENT 12PIN SOCKET  DIP STRAIGHT RED　
09248,0299,2.54 MICRO MATCH SERIES EQUIVALENT 14PIN SOCKET  DIP STRAIGHT RED　
09249,0299,2.54 MICRO MATCH SERIES EQUIVALENT 16PIN SOCKET  DIP STRAIGHT RED　
09250,0299,2.54 MICRO MATCH SERIES EQUIVALENT 18PIN SOCKET  DIP STRAIGHT RED INSULATOR TIN PLATED WITHSTAND HIGH TEMPERATURE TUBE　
09251,0299,2.54 MICRO MATCH SERIES EQUIVALENT 20P SOCKET DIP 180° RED INSULATOR TIN PLATED WITHSTAND HIGH TEMPERATURE TUBE　
09252,0299,2.54 MICRO MATCH SERIES EQUIVALENT 04PIN SOCKET  DIP RIGHT ANGLE  RED WITHSTAND HIGH TEMPERATURE　
09253,0299,2.54 MICRO MATCH SERIES EQUIVALENT 06PIN SOCKET  DIP RIGHT ANGLE RED WITHSTAND HIGH TEMPERATURE　
09254,0299,2.54 MICRO MATCH SERIES EQUIVALENT 08PIN SOCKET  DIP RIGHT ANGLE RED WITHSTAND HIGH TEMPERATURE　
09255,0299,2.54 MICRO MATCH SERIES EQUIVALENT 10PIN SOCKET  DIP RIGHT ANGLE RED WITHSTAND HIGH TEMPERATRE　
09256,0299,2.54 MICRO MATCH SERIES EQUIVALENT 12PIN SOCKET DIP RIGHT ANGLE RED WITHSTAND HIGH TEMPERATURE　
09257,0299,2.54 MICRO MATCH SERIES EQUIVALENT 14PIN SOCKET  DIP RIGHT ANGLE RED WITHSTAND HIGH TEMPERATURE　
09258,0299,2.54 MICRO MATCH SERIES EQUIVALENT 16PIN SOCKET  DIP RIGHT ANGLE RED WITHSTAND HIGH TEMPERATURE　
09259,0299,2.54 MICRO MATCH SERIES EQUIVALENT 18PIN SOCKET  DIP RIGHT ANGLE RED WITHSTAND HIGH TEMPERATURE　
09260,0299,2.54 MICRO MATCH SERIES EQUIVALENT 20PIN SOCKET  DIP RIGHT ANGLE RED WITHSTAND HIGH TEMPERATURE　
09261,0299,2.54 MICRO MATCH SERIES EQUIVALENT 04PIN SOCKET  SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
09262,0299,2.54 MICRO MATCH SERIES EQUIVALENT 06PIN SOCKET SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
09263,0299,2.54 MICRO MATCH SERIES EQUIVALENT 08PIN SOCKET SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
09264,0299,2.54 MICRO MATCH SERIES EQUIVALENT 10PIN SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
09265,0299,2.54 MICRO MATCH SERIES EQUIVALENT 12PIN SOCKET SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
09266,0299,2.54 MICRO MATCH SERIES EQUIVALENT 14PIN SOCKET  SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
09267,0299,2.54 MICRO MATCH SERIES EQUIVALENT 16PIN SOCKET  SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
09268,0299,2.54 MICRO MATCH SERIES EQUIVALENT 18PIN SOCKET  SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
09269,0299,2.54 MICRO MATCH SERIES EQUIVALENT 20PIN SOCKET SMT STRAIGHT RED INSULATOR TIN PLATED TUBE　
10014,0301,2.29MM HIGH DENSITY D-SUB DIP 90°15P GOLD FLASH BOARDLOCK+ JACKSCREW WHITE GOLD FLASH TRAY　
10969,0301,2.29MM HIGH DENSITY D-SUB DIP 90°15P MALE  WITH  BOARDLOCK FOOT PRINT=8.89MM BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　
07826,0301,2.29MM HIGH DENSITY D-SUB DIP 90°15P MALE RIVET TYPE WITH BOARDLOCK WITHOUT JACK SCREW FOOT PRINT=8.89MM BLACK INSULATOR GOLD FLASH TRAY　
02614,0301,2.29MM HIGH DENSITY D-SUB DIP 90°15PIN  FEMALE BOARDLOCK WITH 2 JACKSCREW 4#40 INSTALLED  SELECTIVE GOLD BLACK (1 TRAY = 100PCS)　
02618,0301,2.29MM HIGH DENSITY D-SUB DIP 90°15PIN FEMALE RIVET TYPE WITHOUT BOARDLOCK WITH 2 JACKSCREW 4#40 INSTALLED SELECTIVE GOLD TRAY　
02629,0301,2.29MM HIGH DENSITY D-SUB DIP 90°26P  RIVET TYPE  FOOT PRINT=8.89MM BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　
02630,0301,2.29MM HIGH DENSITY D-SUB DIP 90°26P FEMALE RIVET TYPE WITH BOARDLOCK FOOT PRINT=8.89MM BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　
02632,0301,2.29MM HIGH DENSITY D-SUB DIP 90°FEMALE 44P DIP 90° WITH BOARDLOCK WITH FRONT JACKSCREW FOOT PRINT=8.89MM BLACK INSULATOR GOLD FLASH TRAY　
02637,0301,2.29MM HIGH DENSITY D-SUB DIP 90°78PIN FEMALE RIVET TYPE WITH BOARDLOCK FOOT PRINT=8.89MM BLACK INSULATOR SELECTIVE GOLD FLASH TRAY 　
02638,0301,2.29MM HIGH DENSITY D-SUB DIP 90°15PIN MALE 90°BOARDLOCK WITH 2 JACKSCREW 4#40 INSTALLED GOLD FLASH　
02641,0301,2.29MM HIGH DENSITY D-SUB DIP 90°26P MALE WITH BOARDLOCK FOOT PRINT=8.89MM BLACK INSTALLED SELECTIVE GOLD FLASH TRAY　
02642,0301,2.29MM HIGH DENSITY D-SUB DIP 90°26P MALE RIVET TYPE WITH BOARDLOCK FOOT PRINT=8.89MM BLACK INSULATOR TRAY　
02644,0301,2.29MM HIGH DENSITY D-SUB DIP 90°44P MALE  WITH BOARDLOCK FOOT PRINT=8.89MM BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　
02645,0301,2.29MM HIGH DENSITY D-SUB DIP 90°62P MALE WITH BOARDLOCK BLACK INSULATOR  SELECTIVE GOLD FLASH TRAY　
18744,0301,2.29MM HIGH DENSITY D-SUB DIP 90°78PIN MALE RIVET FRONT JACKSCREW BOARDLOCK SELECTIVE GOLD TRAY　
18747,0301,2.29MM HIGH DENSITY D-SUB DIP 90°78PIN MALE RIVET FRONT JACKSCREW BOARDLOCK SELECTIVE GOLD M3 THREAD TRAY　
18748,0301,2.29MM HIGH DENSITY D-SUB DIP 90°78PIN FEMALE RIVET FRONT JACKSCREW BOARDLOCK SELECTIVE GOLD M3 THREAD TRAY　
19111,0301,2.29MM HIGH DENSITY D-SUB DIP 90°FEMALE 15P RIVET TYPE WITH BOARDLOCK & FRONT JACKSCREW FOOT PRINT=8.89MM BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　
15774,0301,2.29MM HIGH DENSITY D-SUB DIP 90°78PIN FEMAL RIVET TYPE WITH BOARDLOCK & FRONT JACKSCREW FOOT PRINT=8.89MM BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　
17511,0302,HIGH DENSITY D-SUB CRIMP TYPE  44PIN MALE BLACK INSULATOR TRAY　
02647,0302,HIGH DENSITY D-SUB CRIMP TYPE  15PIN MALE BLACK INSULATOR TRAY　
02652,0302,HIGH DENSITY D-SUB CRIMP TYPE  62PIN MALE BLACK INSULATOR TRAY　
02658,0302,"HIGH DENSITY D-SUB CRIMP TYPE  MALE TERMINAL GOLD PLATED  15U"" 10K/REEL　"
02660,0302,HIGH DENSITY D-SUB CRIMP TYPE  MALE TERMINAL SELECTIVE GOLD FLASH  AWG#28~30  REEL 10000PCS/REEL　
02661,0302,HIGH DENSITY D-SUB CRIMP TYPE  78PIN FEMALE BLACK INSULATOR TRAY　
02664,0302,HIGH DENSITY D-SUB CRIMP TYPE  15PIN FEMALE BLACK INSULATOR TRAY　
02667,0302,HIGH DENSITY D-SUB CRIMP TYPE  26PIN FEMALE BLACK INSULATOR TRAY　
02668,0302,HIGH DENSITY D-SUB CRIMP TYPE  44PIN FEMALE BLACK INSULATOR TRAY　
02669,0302,HIGH DENSITY D-SUB CRIMP TYPE  62PIN FEMALE BLACK INSULATOR TRAY　
02678,0302,HIGH DENSITY D-SUB CRIMP TYPE  FEMALE TERMINAL SELECTIVE GOLD FLASH  AWG#28~30 REEL 10000PCS/REEL　
02649,0302,HIGH DENSITY D-SUB CRIMP TYPE  26PIN MALE BLACK INSULATOR TRAY　
07871,0302,HIGH DENSITY D-SUB CRIMP TYPE  78PIN MALE BLACK INSULATOR TRAY　
08372,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE78PIN  GOLD FLASH WITH FRONT JACKSCREW RVIET REAR BOARDLOCK WHITE INSULATOR TRAY　
10959,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE15P  WHITE GOLD FLASH BOARDLOCK+JACKSCREW TRAY (1 TRAY = 50PCS)　
02679,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE15PIN  GOLD FLASH WHITE TRAY　
02683,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE15PIN   GOLD PLATED OPEN NUTS ON REAR SHELL WHITE  TIN SHELL TRAY　
02688,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE15P RIVE REAR BOARDLOCK WHITE INSULATOR GOLD FLASH  (1 TRAY=50PCS)　
02690,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE15PIN WHITE TIN SHELL RIVETED #4-40 UNC GROUND STAND-OFF ON REAR SHELL WITH HEX SCREW FIXED TRAY　
02692,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE26PIN   GOLD FLASH WHITE TRAY　
02693,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE44PIN   GOLD FLASH WHITE TRAY　
02694,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE62PIN   GOLD FLASH WHITE TRAY　
02696,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE78PIN   GOLD FLASH WHITE TRAY　
20737,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE26P RIVET REAR BOARDLOCK WITH FRONT JACKSCREW BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　
15773,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE78PIN  GOLD PLATED REVET FRONT JACKSCREW  WHITE  TIN SHELL TRAY　
22303,0303,HIGH DENSITY D-SUB DIP 180°  FEMALE2.29MM 15P  REAR RIVET BOARDLOCK WITH FRONT JACKSCREW WHITE INSULATOR GOLD FLASH TRAY　
22317,0304,HIGH DENSITY D-SUB DIP 180° MALEMALE 62P DIP 180° RIVE REAR BOARDLOCK BLACK INSULATOR GOLD FLASH TRAY　
22431,0304,HIGH DENSITY D-SUB DIP 180° MALE15PIN   GOLD FLASH WHITE TRAY　
22432,0304,HIGH DENSITY D-SUB DIP 180° MALE15P WHITE GOLD FLASH REAR RIVET BOARDLOCK TRAY 　
15786,0304,HIGH DENSITY D-SUB DIP 180° MALE26PIN   GOLD FLASH WHITE TRAY　
17516,0304,HIGH DENSITY D-SUB DIP 180° MALE78P MALE  RVIET REAR BOARDLOCK WITH FRONT JACKSCREW  WHITE  GOLD FLASH TRAY　
02697,0304,HIGH DENSITY D-SUB DIP 180° MALE15PIN   GOLD FLASH WHITE TRAY　
02699,0304,HIGH DENSITY D-SUB DIP 180° MALE15PIN   GOLD PLATED OPEN NUTS ON REAR SHELL WHITE  TIN SHELL TRAY　
02702,0304,HIGH DENSITY D-SUB DIP 180° MALE15P RIVE REAR BOARDLOCK WHITE INSULATOR GOLD FLASH  (1 TRAY=50PCS)　
02703,0304,HIGH DENSITY D-SUB DIP 180° MALE15PIN RIVET REAR BOARDLOCK WITH FRONT JACKSCREW WHITE INSULATOR GOLD FLASH TRAY　
02705,0304,HIGH DENSITY D-SUB DIP 180° MALE44PIN   GOLD FLASH WHITE TRAY　
02706,0304,HIGH DENSITY D-SUB DIP 180° MALE62PIN   GOLD FLASH WHITE TRAY　
02710,0304,HIGH DENSITY D-SUB DIP 180° MALE78PIN   GOLD FLASH WHITE TRAY　
02746,0305,HIGH DENSITY D-SUB SOLDER TYPE  (STAMPED PIN) SOCKET15PIN  TIN PLATED NON NUTS BLACK  TIN SHELL TRAY　
02749,0305,HIGH DENSITY D-SUB SOLDER TYPE  (STAMPED PIN) SOCKET15P SELECTIVE GOLD BLACK INSULATOR TRAY　
02750,0305,HIGH DENSITY D-SUB SOLDER TYPE  (STAMPED PIN) SOCKETHIGH DENSITY D-SUB SOLDER TYPE FEMALE 26P BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　
02751,0305,HIGH DENSITY D-SUB SOLDER TYPE  (STAMPED PIN) SOCKET15PIN  TIN PLATED RIVETED #4-40 UNC OPEN NUTS ON FRONT SHELL BLUE  TIN SHELL TRAY　
02752,0305,HIGH DENSITY D-SUB SOLDER TYPE  (STAMPED PIN) SOCKET15PIN  TIN PLATED RIVETED #4-40 UNC OPEN NUTS ON FRONT SHELL BLACK  TIN SHELL TRAY　
